kod;masco2020;keterangan
;241222;Pakar Bancassurance
;241223;Pakar Pengurusan Modal Kerja
;241224;Pakar Tender/Bid
;241301;Juruanalisis Kewangan
;241302;Juruanalisis Bon
;241303;Perunding Pelaburan
;241304;Juruanalisis Operasi Risiko
;241305;Juruanalisis Harga
;241306;Juruanalisis Penyelidikan
;241307;Juruanalisis Hutang
;241308;Juruanalisis Pelaburan
;241309;Pakar Pencegahan Penipuan
;241310;Penganalisis Ekuiti
;241311;Pegawai Pengurusan Risiko
;241312;Pegawai Risiko Pasaran
;241313;Pegawai Risiko Operasi
;241314;Penganalisis Risiko
;241315;Pemodel Resiko
;241316;Perunding Harga Pemindahan
;241317;Perunding Penipuan dan Penyiasatan
;241318;Penganalisis Laporan Kewangan
;241319;Eksekutif Pengurusan Risiko Kredit
;241320;Pembangun Kredit dan Pinjaman Produk
;241321;Pakar Pencegahan Wang Haram
;241322;Juruanalisis Gaji
;241323;Juruanalisis Perakaunan Bank
;241324;Jurutera Pengurusan Risiko
;241325;Juruanalisis Cukai
;241326;Juruanalisis Bayaran Akaun
;241327;Juruanalisis Perakaunan
;241328;Juruanalisis Penyelesaian
;241329;Juruanalisis Penipuan
;241330;Juruanalisis
;241331;Eksekutif Anti Pengubahan Wang Haram
;241332;Juruanalisis Pembelian Untuk Membayar (PTP / P2P)
;241333;Juruanalisis Lejar Am
;241334;Juruanalisis Ubahan
;241335;Juruanalisis Pengurusan Aset
;241336;Juruanalisis Anti Pengubahan Wang Haram
;241337;Juruanalisis Sokongan Operasi Insurans
;241338;Juruanalisis Gadai janji
;241339;Juruanalisis Rekod Untuk Dilaporkan (RTR / R2R)
;241340;Juruanalisis Faedah dan Ganjaran
;241341;Juruanalisis Pampasan dan Faedah
;242101;Juruanalisis Pengelolaan dan Kaedah
;242102;Juruanalisis Penyelidikan dan Maklumat
;242103;Juruanalisis Penyelidikan Operasi
;242104;Perunding Pengurusan
;242105;Perunding Perniagaan
;242106;Juruanalisis Strategi
;242107;Penyelidik Pasaran/Penganalisis Perniagaan (Organisasi)
;242108;Perunding Francais
;242109;Pemaju Pasaran
;242110;Juruanalisis Pengurusan Ubahan
;242111;Juruanalisis
;242112;Juruanalisis Derivatif Pertukaran Asing
;242113;Eksekutif Perancangan Strategi
;242114;Juruanalisis Aplikasi Perolehan
;242115;Juruanalisis Pemprosesan Transaksi
;242116;Pakar Perancangan
;242117;Pengajar Pengurusan
;242118;Juruanalisis Pengurusan Rantaian Bekalan (SCM)
;242119;Analisis Perancangan Permintaan
;242120;Juruanalisis Armada
;242121;Juruanalisis Projek
;242122;Juruanalisis Penyelidikan Unit Penyiasatan Am (GIU)
;242123;Pakar Pengurusan Pengetahuan
;242124;Perunding Penyelesaian
;242125;Pakar Penyelesaian
;242126;Juruanalisis Komoditi
;242127;Eksekutif Perancangan
;242128;Juruanalisis Pembelajaran dan Pembangunan
;242129;Juruanalisis Perancangan Bekalan
;242130;Ketua Juruanalisis Kontrak
;242201;Pegawai Tadbir dan Diplomatik Gred M41
;242202;Juruanalisis Dasar
;242203;Pegawai Perisikan
;242204;Pegawai Dasar
;242205;Eksekutif Dasar
;242301;Pegawai Keselamatan Personel
;242302;Pegawai Personel
;242303;Eksekutif Sumber Manusia
;242304;Juruanalisis Kerja
;242305;Juruanalisis Pekerjaan
;242306;Penilai Kerja
;242307;Kaunselor Pekerjaan
;242308;Pegawai Bimbingan Pekerjaan
;242309;Penasihat Kerjaya
;242310;Pendamai Perhubungan Pengurusan Buruh
;242311;Perunding Personel
;242312;Pakar Sumber Manusia
;242313;Kaunselor Bimbingan Vokasional
;242314;Pendidik Industri
;242315;Perunding Latihan
;242316;Juruanalisis Sumber Manusia
;242317;Penyelaras Sumber Manusia
;242318;Perunding Sumber Manusia
;242319;Pakar Pengurusan Bakat
;242320;Pakar Latihan
;242321;Perunding Perolehan Bakat
;242322;Eksekutif Latihan Industri Halal
;242323;Pegawai Sumber Manusia
;242324;Pegawai Pengambilan Pelajar
;242325;Pentadbir Latihan
;242326;Perunding Imej
;242327;Eksekutif Pengambilan
;242328;Penasihat Pendaftaran
;242329;Pakar Pembelajaran Digital
;242401;Pegawai Latihan Kakitangan
;242402;Pegawai Latihan Kakitangan Vokasional
;242403;Pakar Pembangunan Guna Tenaga
;242404;Pembangun Latihan
;242405;Pegawai Latihan Industri Halal
;242406;Jurulatih Berpengalaman
;242407;Jurulatih Peningkatan Berterusan
;242408;Pakar Penambahbaikan Berterusan
;242501;Pegawai Tadbir Gred N41
;242502;Pegawai Eksekutif (Pentadbiran) Gred 41
;242503;Pegawai Eksekutif (Pentadbiran) Gred L5
;242504;Pegawai Suruhanjaya Perkhidmatan Awam
;242505;Pegawai Eksekutif Kerajaan
;242506;Eksekutif Pentadbiran Kerajaan
;242507;Pegawai Eksekutif Badan Berkanun
;242508;Eksekutif Pentadbiran
;242509;Pendaftar Kolej/Universiti
;242510;Pegawai Pentadbiran
;242511;Pegawai Eksekutif Pentadbiran
;242512;Eksekutif Operasi
;242513;Pegawai Eksekutif
;242514;Pegawai Pengawal Dokumen
;242515;Pegawai Dokumen
;242516;Pegawai Operasi
;242517;Penyelaras Projek
;242518;Pegawai Tadbir Gred 23
;242519;Eksekutif Penyediaan Kerja
;242520;Pegawai Pengurusan Projek
;242521;Eksekutif Pengurusan
;242522;Eksekutif Kontrak
;242523;Pegawai Penentusahan
;242524;Pakar Kontrak
;242525;Eksekutif Pemantauan dan Penilaian 
;242526;Pakar Operasi
;242601;Pegawai Penyelidik Gred Q41
;242602;Pegawai Sains Gred C41
;242603;Penyelidik Agro-Based Biotek Makanan
;242604;Penyelidik Biotek Akuakultur
;242605;Penyelidik Biotek Pertanian
;242606;Penyelidik Biotek Veterinar
;242607;Eksekutif Penyelidikan dan Pembangunan (Pertanian)
;242608;Penyelidik Akua dan Marin
;242609;Eksekutif Penyelidikan dan Pembangunan
;242610;Pegawai Penyelidik Sosial Gred N41
;242611;Ahli Sains
;242612;Eksekutif Penyelidikan dan Pembangunan, Pengilangan Makanan Halal
;242613;Pegawai Penyelidik
;242614;Pengawal Penyelidikan dan Pembangunan Kimpalan Laser Polimer
;242615;Ahli Teknologi Penyelidikan Bahan Api Teknologi Hijau
;242616;Pegawai Penyelidik Gred Q43
;242617;Pegawai Penyelidik Gred Q47
;242618;Pegawai Penyelidik Gred Q51
;242619;Pegawai Penyelidik Gred Q53
;242620;Pegawai Penyelidik Gred 23
;242621;Penyelidik
;242622;Eksekutif Makmal
;242623;Penganalisis Makmal
;243101;Eksekutif Akaun Pengiklanan
;243102;Juruanalisis Penyelidikan Pasaran Perniagaan
;243103;Pegawai Promosi Jualan
;243104;Pegawai Kecekapan Perniagaan
;243105;Eksekutif Perniagaan
;243106;Ejen Paten
;243107;Juruanalisis Penyelidikan Pasaran
;243108;Pakar Jualan
;243109;Eksekutif Pematuhan Perniagaan
;243110;Pakar Komunikasi Pasaran
;243111;Pegawai Pematuhan
;243112;Pegawai Pematuhan Syariah
;243113;Penganalisis Pematuhan
;243114;Pakar Perdagangan Produk
;243115;Jurutera Pembangunan Perniagaan
;243116;Juruanalisis Penyelidikan Pasaran, Industri Halal
;243117;Penasihat Teknikal
;243118;Eksekutif Eksport
;243119;Eksekutif Jualan
;243120;Eksekutif Pemasaran
;243121;Eksekutif Pembangunan Perniagaan
;243122;Eksekutif Pentadbiran Jualan
;243123;Eksekutif Produk Jenama
;243124;Juruanalisis Eksekutif Penyelidikan Pasaran
;243125;Perunding Lapangan
;243126;Jurutera Sokongan Kawasan Jualan
;243127;Pegawai Komersil Kereta api
;243128;Eksekutif Jualan Serantau
;243129;Eksekutif Jualan Luar Pesisir
;243130;Jurutera Jualan
;243131;Jurutera Pemasaran
;243132;Jurutera Jualan Teknikal
;243133;Eksekutif Pemasaran Gred P3
;243134;Eksekutif Pemasaran Media Sosial
;243135;Eksekutif Pemasaran Digital
;243136;Pegawai Pemasaran
;243137;Pegawai Jualan
;243138;Penyelaras Eksekutif Jualan
;243139;Eksekutif Penggabungan dan Pemerolehan
;243140;Eksekutif Jualan dan Pemasaran
;243141;Eksekutif Acara
;243142;Perunding Jualan
;243143;Pakar Produk
;243144;Eksekutif Harta Intelek
;243145;Eksekutif Runcit
;243146;Eksekutif Cawangan
;243147;Eksekutif Komersial
;243148;Pakar Pengoptimuman Enjin Carian (SEO)
;243149;Pakar Pemasaran, Automasi
;243150;Eksekutif Pengiklanan/Promosi
;243151;Eksekutif Import-Eksport
;243152;Eksekutif Pengurusan Pesanan
;243153;Eksekutif Merchandising
;243154;Eksekutif Perolehan Pedagang
;243155;Pakar Aplikasi Bioproses
;243156;Pakar Pengurusan Pesanan
;243157;Perunding Pengurusan Pesanan
;243158;Pakar Pengalaman Pelanggan
;243159;Eksekutif Penjanaan Utama
;243160;Pengulas Produk
;243201;Pegawai Penerangan Gred S41
;243202;Pegawai Perhubungan Awam
;243203;Eksekutif Hal Ehwal Korporat
;243204;Eksekutif Perhubungan Perindustrian
;243205;Eksekutif Perhubungan Awam
;243206;Eksekutif Perkhidmatan Pelanggan
;243207;Ejen Publisiti
;243208;Eksekutif Komunikasi Korporat
;243209;Pegawai Akhbar
;243210;Pegawai Perhubungan Akhbar
;243211;Perancang Media
;243212;Pegawai Pelancongan
;243213;Pegawai Khidmat Pelanggan
;243214;Penyelaras Penjagaan Pelanggan
;243215;Eksekutif Perhubungan Pelanggan
;243216;Eksekutif Tempahan Jualan
;243217;Pegawai Pusat Panggilan
;243218;Pegawai Kaunter Pejabat
;243219;Eksekutif Korporat
;243220;Pegawai Komunikasi Strategik Gred S41
;243221;Pegawai Pengurusan Program
;243222;Pegawai Komunikasi 5trategik Gred S43
;243223;Pegawai Komunikasi Strategik Gred S47
;243224;Pegawai Komunikasi Strategik Gred S51
;243225;Pegawai Komunikasi Strategik Gred S53
;243226;Eksekutif Pengurusan Hubungan Pelanggan (CRM)
;243227;Penyelaras Sokongan Pelanggan
;243228;Eksekutif Sokongan Pelanggan
;243229;Pakar Ketenunan Wajar Pelanggan (CDD)
;243230;Juruanalisis Perkhidmatan Pelanggan
;243231;Juruanalisis Pemeriksaan Nama Pelanggan
;243232;Pakar Ketenunan Wajar Pelanggan (CDD)
;243233;Juruanalisis Kesedaran Pelanggan
;243234;Eksekutif Strategi Korporat 
;243235;Perunding Teknikal / Fungsi Pengurusan Hubungan Pelanggan (CRM)
;243236;Pakar Penyelesaian Perusahaan, Perkongsian Strategik
;243237;Pakar Perkhidmatan Pelanggan
;243238;Pakar Pengalaman Pengguna
;243301;Wakil Jualan Perubatan
;243302;Wakil Jualan Peralatan Perubatan
;243303;Wakil Jualan Perkakasan Perubatan
;243304;Wakil Jualan Peralatan Aktif Implan
;243305;Wakil Jualan Peralatan Anestetik dan Pernafasan
;243306;Wakil Jualan Peralatan Pergigian
;243307;Wakil Jualan Peralatan Perubatan Elektromekanikal
;243308;Wakil Jualan Peralatan Oftalmik dan Optik
;243309;Wakil Jualan Produk Industri
;243310;Wakil Jualan Produk Perubatan dan Farmasi
;243311;Wakil Jualan Teknikal
;243312;Wakil Jualan Kesihatan
;243401;Wakil Jualan Teknologi Maklumat dan Komunikasi
;243402;Wakil Jualan Komputer
;243403;Jurutera Sokongan Produk
;243404;Jurutera Jualan Teknologi Maklumat
;243405;Wakil Jualan Sokongan Pelanggan
;243406;Jurutera Produk Teknologi Maklumat
;243407;Pegawai Sokongan Produk
;243408;Jurutera Aplikasi Jualan (Teknologi Maklumat)
;243409;Jurutera Pembangunan Produk
;243410;Pakar Teknologi Internet/Perbankan Digital
;243411;Pegawai Khidmat Pelanggan (Teknologi Maklumat)
;243412;Jurutera Khidmat Pelanggan (Teknologi Maklumat)
;243413;Eksekutif E-Dagang
;251101;Juruanalisis Sistem Maklumat Pengurusan (MIS)
;251102;Juruanalisis Sistem Komputer
;251103;Perunding Komputer
;251104;Perunding Sistem Teknologi Maklumat
;251105;Perunding Teknologi Maklumat
;251106;Juruanalisis Perniagaan Teknologi Maklumat
;251107;Penyelidik Teknologi Maklumat
;251108;Pereka Sistem Komputer
;251109;Pereka Sistem Teknologi Maklumat
;251110;Ahli Sains Komputer
;251111;Juruanalisis Sistem RPG (Role-Ptaving Game)
;251112;Perunding .Net
;251113;Perunding Aplikasi .Net
;251114;Perunding Teknologi Maklumat (.Net)
;251115;Pakar Teknologi Maklumat (.Net)
;251116;Pakar Teknikal (.Net)
;251117;Perunding Java
;251118;Perunding Aplikasi Java
;251119;Perunding Teknologi Maklumat (Java)
;251120;Pakar Teknologi Maklumat (Java)
;251121;Pakar Teknikal (Java)
;251122;Juruanalisis Sistem Teknologi Maklumat JD Edwars(JDE)
;251123;Pakar Aplikasi JD Edwars (JDE)
;251124;Pakar Teknologi Maklumat (Lotus Notes)
;251125;Pakar Aplikasi Sokongan (Navision)
;251126;Perunding e-Business Suite Oracle
;251127;Pakar Sokongan Kewangan Oracle
;251128;Perunding Fungsian Oracle
;251129;Perunding Oracle
;251130;Perunding Peoplesoft
;251131;Perunding Kewangan Fungsian Peoplesoft
;251132;Pakar Sistem Perusahaan (Teknologi Maklumat)
;251133;Pakar Perunding Sumber Manusia (ERP) Teknikal Teknologi Maklumat
;251134;Pakar Teknologi Maklumat SAP (Aplikasi dan Produk Sistem)
;251135;Perunding Sharepoint
;251136;Pakar Teknikal Sharepoint
;251137;Pakar Sharepoint
;251138;Pakar Siebel
;251139;Penganalisis Pengurusan Aplikasi Teknologi Maklumat (Siebel)
;251140;Pakar Teknologi Maklumat (Siebel)
;251141;Perunding Pengurusan Perhubungan Pelanggan Siebel (CRM)
;251142;Pereka Daftar Pemindahan Level (RTL) (Teknologi Maklumat)
;251143;Pereka Litar Bersepadu (IC) Analog (Teknologi Maklumat)
;251144;Jurutera Reka Bentuk (Teknologi Maklumat)
;251145;Pereka Litar Bersepadu (IC) (Teknologi Maklumat)
;251146;Pereka Logik (Teknologi Maklumat)
;251147;Pereka Litar Bersepadu Isyarat Bersama (IC)
;251148;Pereka Litar Bersepadu Kuasa (IC) (Teknologi Maklumat)
;251149;Jurutera Reka Bentuk Bersepadu (IC) Radio Frekuensi (RF) (Teknologi Maklumat)
;251150;Juruanalisis Teknikal Meja Bantu
;251151;Juruanalisis Sistem Integrasi Komputer
;251152;Perunding JD-Edwards (JDE)
;251153;Perunding SAP (Aplikasi dan Produk Sistem)
;251154;Jurutera Sistem Analisis
;251155;Pakar Teknologi Maklumat dan Komunikasi (ICT)
;251156;Perunding Fungsian Navision
;251157;Juruanalisis Sistem E-Dagang
;251158;Jurutera CAE (Computer-aided Engineering )
;251159;Juruanalisis Sistem Gred 23
;251160;Pakar Teknologi Maklumat
;251161;Juruanalisis Sistem
;251162;Juruanalisis Inovasi Teknologi
;251163;Juruanalisis Digital
;251164;Eksekutif / Pegawai Transformasi Digital
;251165;Juruanalisis Pemprosesan Derivatif
;251166;Juruanalisis Sistem (Java)
;251167;Juruanalisis Perniagaan Aplikasi dan Produk Sistem (SAP)
;251168;Pakar Service Desk
;251169;Juruanalisis Keperluan
;251170;Juruanalisis Search Engine Advertising (SEA)
;251171;Juruanalisis Service Desk
;251172;Juruanalisis Pengurusan Vendor (Teknologi Maklumat)
;251173;Perunding Aplikasi dan Produk Sistem (SAP)
;251174;Juruanalisis Ujian Aplikasi dan Produk Sistem (SAP)
;251201;Pembangun Perisian
;251202;Pembangun Perisian Multimedia
;251203;Pereka Perisian
;251204;Jurutera Rekabentuk
;251205;Pembangun .Net
;251206;Pembangun Aplikasi (.Net)
;251207;Jurutera Aplikasi (.Net)
;251208;Jurutera Perisian (.Net)
;251209;Pembangun C/C++
;251210;Jurutera Perisian C/C++
;251211;Pembangun Cobol
;251212;Pembangun Microfocus Cobol
;251213;Pembangun Aplikasi Java
;251214;Pembangun Java
;251215;Pembangun Hypertext Preprocessor (PHP)
;251216;Pengaturcara Web Hypertext Preprocessor (PHP)
;251217;Eksekutif Teknologi Maklumat Role-Playing Game (RPG)
;251218;Pembangun Lotus Notes (Teknologi Maklumat)
;251219;Arkitek Sistem Teknologi Maklumat
;251220;Arkitek Teknikal Teknologi Maklumat
;251221;Pembangun Navision
;251222;Pembangun Net Sharepoint
;251223;Jurutera Perisian 
;251224;Pembangun Siebel
;251225;Juruanalisis Perisian
;251226;Jurutera Reka bentuk Perisian
;251227;Jurutera Root Cause Failure Analysis (RCFA)
;251228;Pembangun Aplikasi dan Produk Sistem (SAP) IT dan Kewangan 
;251229;Pembangun Aplikasi dan Produk Sistem (SAP)
;251230;Pembangun OpenText
;251231;Pembangun Data Visual
;251232;Jurutera Perisian Debug
;251233;Jurutera Komputer, Perisian
;251234;Pembangun iOS
;251235;Pembangun Android
;251236;Pembangun Aplikasi Mudah Alih
;251237;Jurutera Aplikasi Sistem
;251238;Pembangun Blockchain
;251239;Jurutera Perisian Linux
;251240;Jurutera Pengawal Logik Boleh Diprogram (PLC )
;251241;JUrutera Sistem (Oracle)
;251242;Pengaturcara RPG (Role-Playing Game)
;251243;Eksekutif Sistem Maklumat
;251244;Eksekutif Sistem Komputer
;251245;Jurutera Sistem Komputer
;251246;Jurutera Sistem Maklumat Pengurusan
;251247;Pembangun Sistem
;251248;Jurutera Sistem
;251249;Jurutera Perisian (Python) 
;251250;Jurutera Perisian Kenderaan Berpandu Automatik (AGV)
;251251;Pembangun Oracle
;251252;Pembangun Awan
;251253;Pembangun Javascript
;251254;Pembangun Sudut
;251255;Perunding Perisian
;251256;Pembangun Aplikasi
;251257;Pembangun Structered Query Language (SQL) 
;251258;Arkitek Aplikasi
;251259;Pembangun Back-end
;251260;Pemaju Flutter
;251261;Pembangun Antaramuka Pengaturcaraan Aplikasi (API)
;251262;Pembangun Ruby and Rails
;251263;Pembangun Pembelajaran Mesin
;251264;Pembangun Salesforce
;251265;Pembangun Perisikan Perniagaan
;251266;Pembangun Sistem Pelaksanaan Pembuatan
;251267;Jurutera Firmware
;251268;Pembangun Murex
;251301;Pembangun Laman Web
;251302;Pembangun Internet/ Intranet
;251303;Arkitek Laman Web
;251304;Pengendali Web
;251305;Pentadbir Laman Web
;251306;Pembangun Hadapan Antara Muka Pengguna (UI)/Pengalaman Pengguna (UX)
;251307;Pembangun Stack Penuh
;251308;Pembangun Laman Web E-Dagang
;251309;Pembangun Hadapan
;251310;Pembangun Web dan Mobiliti
;251311;Jurutera Pengalaman Pengguna
;251312;Pembangun Aplikasi Web
;251313;Pereka Media Sosial
;251401;Pengaturcara Komputer
;251402;Pengaturcara Perisian
;251403;Pengaturcara Teknikal
;251404;Pengaturcara Teknologi Maklumat
;251405;Pengaturcara Komunikasi
;251406;Pengaturcara Pangkalan Data
;251407;Pengaturcara Sistem
;251408;Pengaturcara Analisis
;251409;Pengaturcara Aplikasi
;251410;Pengaturcara .NetAnalyst
;251411;Pengaturcara Lotus Notes
;251412;Pengaturcara Permainan Video
;251413;Pengaturcara Rangkaian
;251414;Pengaturcara Bunyi
;251415;Pengaturcara Kecerdasan Buatan (AI)
;251416;Jurutera Verifikasi Reka Bentuk Analog (IC)
;251417;Pengaturcara .Net
;251418;Pengaturcara Perisian (.Net)
;251419;Pengaturcara C/C++
;251420;Pengaturcara Grafik C++
;251421;Pengaturcara Cobol
;251422;Pengaturcara JavaScript
;251423;Pengaturcara J2EE
;251424;Pengaturcara J2ME
;251425;Pengaturcara Java EE
;251426;Pengaturcara Hypertext Preprocessor (PHP)
;251427;Pengaturcara Animasi
;251428;Pengaturcara Permainan Komputer
;251429;Pengaturcara Multimedia
;251430;Pengaturcara Analisis Navision
;251431;Pengaturcara Analisis Java
;251432;Pakar Pangkalan Data Aplikasi
;251433;Pakar Infrastruktur Komputer
;251434;Antara Muka Pengguna (UI)/Gameplay Coders
;251435;Pengaturcara Game Engine
;251436;Pengaturcara Laman Perdagangan Elektronik
;251437;Jurutera PLC (Pengawal Logik Boleh Diprogram)
;251438;Pengaturcara Alatan
;251439;Juruanalisis Perisian C++
;251440;Juruanalisis Pengaturcara .Net
;251441;Juruanalisis Pengaturcara Perancang Sumber Manusia (ERP) (ABAP)
;251442;Juruanalisis Pengaturcara Java
;251443;Penganalisis Aplikasi Oracle
;251901;Penguji Perisian
;251902;Penguji Sistem
;251903;Jurutera Jaminan Kualiti Produk (Teknologi Maklumat)
;251904;Juruanalisis Jaminan Kualiti (Teknologi Maklumat)
;251905;Eksekutif Jaminan Kualiti (Teknologi Maklumat)
;251906;Jurutera Kualiti (Teknologi Maklumat)
;251907;Jurutera Pengujian (Teknologi Maklumat)
;251908;Arkitek Solution (Teknologi Maklumat)
;251909;Jurutera Jaminan Aplikasi (Teknologi Maklumat)
;251910;Jurutera Keselamatan Aplikasi (Teknologi Maklumat)
;251911;Jurutera Jaminan Kualiti Perisian
;251912;Arkitek Siebel Solution
;251913;Arkitek Teknikal Siebel
;251914;Perunding Aplikasi
;251915;Juruaudit Dalaman (Teknologi Maklumat)
;251916;Juruaudit Teknologi Maklumat
;251917;Jurutera Pengujian Sistem E-Dagang
;251918;Penguji (Selenium dan Cucumber)
;251919;Pembangun .Net (DotNet) (Jaminan Kualiti)
;252101;Arkitek Pangkalan Data
;252102;Juruanalisis Pangkalan Data
;252103;Pentadbir Pangkalan Data
;252104;Pereka Pangkalan Data
;252105;Auditor Komputer
;252106;Pentadbir PDE (Pemprosesan Data Elektronik)
;252107;Jurutera Pangkalan Data Oracle
;252108;Pakar Pangkalan Data Oracle
;252109;Pentadbir Pangkalan Data SQL (Bahasa Pertanyaan Berstruktur)
;252110;Jurutera Pangkalan Data SQL (Bahasa Pertanyaan Berstruktur)
;252111;Pakar Pangkalan Data SQL (Bahasa Pertanyaan Berstruktur)
;252112;Pakar Gudang Data
;252113;Pakar Pangkalan Data
;252114;Juruanalisis Pangkalan Data Perniagaan
;252115;Jurutera Hadoop
;252116;Pentadbir Pangkalan Data E-Dagang
;252117;Arkitek Pangkalan Data E-Dagang
;252118;Pakar Pusat Data
;252119;Juruanalisis Pusat Data
;252120;Jurutera Pangkalan Data
;252121;Pembangun Pangkalan Data SQL
;252122;Pentadbir Pangkalan Data Oracle
;252123;Eksekutif Pusat Data
;252124;Pembangun Pangkalan Data Structured Query Language (SQL)
;252201;Pegawai Teknologi Maklumat Gred F41
;252202;Pegawai Eksekutif (Teknologi Maklumat) Gred 41
;252203;Pegawai Eksekutif (Teknologi Maklumat) Gred 9
;252204;Pegawai Eksekutif (Teknologi Maklumat) Gred L5
;252205;Pegawai Sistem Maklumat
;252206;Eksekutif Rangkaian Komunikasi
;252207;Pegawai Sistem Komunikasi Maklumat
;252208;Pegawai Sokongan Teknologi Maklumat
;252209;Pentadbir Sistem
;252210;Pentadbir Sistem Komputer
;252211;Eksekutif Teknologi Maklumat
;252212;Penyelaras Projek Teknologi Maklumat
;252213;Pentadbir Projek Teknologi Maklumat
;252214;Jurutera Sokongan Komputer
;252215;Pakar Teknikal Teknologi Maklumat
;252216;Pentadbir Aplikasi SAP (Aplikasi dan Produk Sistem)
;252217;Juruanalisis Pentadbiran Akses (Teknologi Maklumat)
;252218;Wakil Sokongan Teknikal Inbound (Teknologi Maklumat)
;252219;Pentadbir NetApps
;252220;Pakar Sistem Sokongan
;252221;Jurutera Penyelenggaraan Sistem Maklumat
;252222;Arkitek Penyelesaian Pengkomputeran Awan
;252223;Pakar Billing
;252224;Arkitek Teknologi Maklumat
;252225;Arkitek Aplikasi Perusahaan
;252226;Pakar Teknologi Cloud
;252227;Perancang Cloud
;252228;Jurutera Teknikal Sokongan (Teknologi Maklumat)
;252229;Pakar Teknologi Integrasi
;252230;Pakar Sistem Maklumat Pengurusan (MIS)
;252231;Pakar Infrastruktur Teknologi Maklumat
;252232;Ahli Sains Maklumat, Maklumat Teknikal
