;01008012;01-008-012;JOHOR;1
;01008013;01-008-013;JOHOR;1
;01008014;01-008-014;JOHOR;1
;01008015;01-008-015;JOHOR;1
;01008016;01-008-016;JOHOR;1
;01008017;01-008-017;JOHOR;1
;01008018;01-008-018;JOHOR;1
;01008019;01-008-019;JOHOR;1
;01008020;01-008-020;JOHOR;1
;01008021;01-008-021;JOHOR;1
;01008022;01-008-022;JOHOR;1
;01008023;01-008-023;JOHOR;1
;01008024;01-008-024;JOHOR;1
;01008025;01-008-025;JOHOR;1
;01008026;01-008-026;JOHOR;1
;01008027;01-008-027;JOHOR;1
;01008028;01-008-028;JOHOR;1
;01008029;01-008-029;JOHOR;1
;01008030;01-008-030;JOHOR;1
;01008031;01-008-031;JOHOR;1
;01008032;01-008-032;JOHOR;1
;01008033;01-008-033;JOHOR;1
;01008034;01-008-034;JOHOR;1
;01008035;01-008-035;JOHOR;1
;01008036;01-008-036;JOHOR;1
;01008037;01-008-037;JOHOR;1
;01008038;01-008-038;JOHOR;1
;01008039;01-008-039;JOHOR;1
;01008040;01-008-040;JOHOR;1
;01008041;01-008-041;JOHOR;1
;01008042;01-008-042;JOHOR;1
;01008043;01-008-043;JOHOR;1
;01008044;01-008-044;JOHOR;1
;01008045;01-008-045;JOHOR;1
;01008046;01-008-046;JOHOR;1
;01008047;01-008-047;JOHOR;1
;01008048;01-008-048;JOHOR;1
;01008049;01-008-049;JOHOR;1
;01008050;01-008-050;JOHOR;1
;01008051;01-008-051;JOHOR;1
;01008052;01-008-052;JOHOR;1
;01008053;01-008-053;JOHOR;1
;01008054;01-008-054;JOHOR;1
;01008055;01-008-055;JOHOR;1
;01008056;01-008-056;JOHOR;1
;01008057;01-008-057;JOHOR;1
;01008058;01-008-058;JOHOR;1
;01008059;01-008-059;JOHOR;1
;01008060;01-008-060;JOHOR;1
;01008061;01-008-061;JOHOR;1
;01008062;01-008-062;JOHOR;1
;01008063;01-008-063;JOHOR;1
;01008064;01-008-064;JOHOR;1
;01008065;01-008-065;JOHOR;1
;01009001;01-009-001;JOHOR;1
;01009002;01-009-002;JOHOR;1
;01009003;01-009-003;JOHOR;1
;01009004;01-009-004;JOHOR;1
;01009005;01-009-005;JOHOR;1
;01009006;01-009-006;JOHOR;1
;01009007;01-009-007;JOHOR;1
;01009008;01-009-008;JOHOR;1
;01009009;01-009-009;JOHOR;1
;01009010;01-009-010;JOHOR;1
;01009011;01-009-011;JOHOR;1
;01009012;01-009-012;JOHOR;1
;01009013;01-009-013;JOHOR;1
;01009014;01-009-014;JOHOR;1
